R,sigma,steps,rootCount,rootCountPrediction,rootCountRatio,GRootMass,CubicRow,MixedRow,AR,BR,GAsymptotic,CubicAsymptotic,MixedAsymptotic,GAsymptoticRatio,CubicAsymptoticRatio,MixedAsymptoticRatio
8,32.0,20000,7,6.438727140324875,1.0871714000986235,2.6948690130192374,2.444325425820839,0.32623455557175063,0.07755887355092261,0.31397763915570154,2.4818839536295236,2.4818839536295236,0.31397763915570154,1.085815881551691,0.9848669283051052,1.0390375456322571
8,64.0,20000,13,12.87745428064975,1.0095163000915788,5.163464927283961,4.923615998606524,0.3185574360254802,0.07755887355092261,0.31397763915570154,4.963767907259047,4.963767907259047,0.31397763915570154,1.040230934192728,0.9919110020043838,1.0145863790876761
8,128.0,20000,26,25.7549085612995,1.0095163000915788,10.135849665707058,9.889057819495438,0.316631279566103,0.07755887355092261,0.31397763915570154,9.927535814518095,9.927535814518095,0.31397763915570154,1.0209834399070437,0.9961241142070335,1.0084516859784576
8,256.0,20000,52,51.509817122599,1.0095163000915788,20.076072013599166,19.816831108013524,0.31556831781655953,0.07755887355092261,0.31397763915570154,19.85507162903619,19.85507162903619,0.31397763915570154,1.0111306767707544,0.9980740174733622,1.0050662163876873
8,512.0,20480,103,103.019634245198,0.9998094125906982,39.90479554243735,39.67224714969983,0.3145192263046231,0.07755887355092261,0.31397763915570154,39.71014325807238,39.71014325807238,0.31397763915570154,1.0049018278050508,0.9990456819023223,1.001724922674041
16,32.0,20000,7,6.438727140324875,1.0871714000986235,2.70846629992643,2.4575244047278746,0.3283122347971673,0.07797899903113077,0.3160437619273197,2.4953279689961847,2.4953279689961847,0.3160437619273197,1.085414956902834,0.9848502622749354,1.0388189053156156
16,64.0,20000,13,12.87745428064975,1.0095163000915788,5.190016394730114,4.950230516481841,0.32059012365423323,0.07797899903113077,0.3160437619273197,4.990655937992369,4.990655937992369,0.3160437619273197,1.0399467443187325,0.9918997779023832,1.0143852284860444
16,128.0,20000,26,25.7549085612995,1.0095163000915788,10.189419445303685,9.942615096442752,0.3186889735453683,0.07797899903113077,0.3160437619273197,9.981311875984739,9.981311875984739,0.3160437619273197,1.0208497211493468,0.9961230768036523,1.0083697637375197
16,256.0,20000,52,51.509817122599,1.0095163000915788,20.18368943215702,19.924179080976135,0.31763645063620893,0.07797899903113077,0.3160437619273197,19.962623751969478,19.962623751969478,0.3160437619273197,1.0110739791990386,0.9980741674305438,1.0050394562423146
16,512.0,20480,103,103.019634245198,0.9998094125906982,40.119372348447726,39.887153261522556,0.31658031749598836,0.07797899903113077,0.3160437619273197,39.925247503938955,39.925247503938955,0.3160437619273197,1.0048622076667055,0.999045860832481,1.0016977255472364
