R,p,epsilon,K,Z,maxRawGrid,L2Bound,L2Slack,maxRawAboveFloorGrid,L4Bound,L4Slack,passed
8.0,0.25,2.54756499354239,0.03125,4.487925306715667,17.57985791733931,24.885724485003948,7.305866567664637,0.5450723797531896,0.5454717782545442,0.00039939850135461974,True
8.0,0.25,2.54756499354239,0.5,4.487925306715667,2.9031210259491225,3.428887018033768,0.5257659920846454,0.4938481407564061,0.49949490578318223,0.005646765026776135,True
8.0,0.25,2.54756499354239,8.0,4.487925306715667,0.25049028897757175,0.32535044485565184,0.07486015587808009,0.19725275243508023,0.22503689970551705,0.02778414727043682,True
8.0,0.25,2.54756499354239,128.0,4.487925306715667,0.020823045784128087,0.036837752394937764,0.016014706610809677,0.02082356950628866,0.035970401557494626,0.015146832051205966,True
8.0,0.5,2.54756499354239,0.03125,17.951701226862667,44.20669599351819,53.984150727179404,9.777454733661216,0.34516418466582566,0.3452274962463252,6.331158049954766e-05,True
8.0,0.5,2.54756499354239,0.5,17.951701226862667,5.598521723586057,7.082571677645122,1.4840499540590653,0.33639557793559316,0.337376475434883,0.0009808974992898678,True
8.0,0.5,2.54756499354239,8.0,17.951701226862667,0.6054606027937515,0.7002850894758732,0.09482448668212173,0.23917779585410792,0.24938134419296798,0.010203548338860058,True
8.0,0.5,2.54756499354239,128.0,17.951701226862667,0.042638510534801985,0.0654820974397697,0.02284358690496771,0.04252825178417954,0.059127937813502236,0.0165996860293227,True
8.0,1.0,2.54756499354239,0.03125,71.80680490745067,111.35183882605247,124.06193251681714,12.710093690764666,0.21772357396935912,0.21773356118736126,9.987218002133202e-06,True
8.0,1.0,2.54756499354239,0.5,71.80680490745067,9.661459506089606,14.268908699145687,4.60744919305608,0.21631211725475574,0.21647061865505698,0.00015850140030124193,True
8.0,1.0,2.54756499354239,8.0,71.80680490745067,1.4364515203046944,1.5784796848418565,0.14202816453716216,0.19598376453731464,0.19822468472324506,0.0022409201859304173,True
8.0,1.0,2.54756499354239,128.0,71.80680490745067,0.0994069415406991,0.13039146846013022,0.030984526919431127,0.0782798066797673,0.08930595283105,0.011026146151282695,True
32.0,0.25,3.070529847682755,0.03125,21.74973932946161,27.570870495679728,43.83573521828576,16.264864722606035,0.16057594960181654,0.1605969348486126,2.0985246796056956e-05,True
32.0,0.25,3.070529847682755,0.5,21.74973932946161,5.040788999186862,5.36084549012322,0.32005649093635746,0.1571929896820936,0.1575199295813813,0.0003269398992876982,True
32.0,0.25,3.070529847682755,8.0,21.74973932946161,0.3589354978194081,0.40341865449584297,0.044483156676434876,0.11756415765907913,0.12119132018392449,0.003627162524845365,True
32.0,0.25,3.070529847682755,128.0,21.74973932946161,0.023875161149721963,0.03440492287326512,0.010529761723543155,0.02335565364257857,0.03025787590981798,0.006902222267239411,True
32.0,0.5,3.070529847682755,0.03125,86.99895731784645,56.687339724111474,88.10327809899388,31.41593837488241,0.10126547652997331,0.10126878595023567,3.309420262359586e-06,True
32.0,0.5,3.070529847682755,0.5,86.99895731784645,11.20010103618973,12.186598808107883,0.9864977719181525,0.1007229764410752,0.10077557276430443,5.259632322923702e-05,True
32.0,0.5,3.070529847682755,8.0,86.99895731784645,0.8927835146912693,0.9496687867057451,0.056885272014475796,0.09277107523461689,0.09353022217207199,0.0007591469374551019,True
32.0,0.5,3.070529847682755,128.0,86.99895731784645,0.05733020892118375,0.07147233891177648,0.014142129990592736,0.04099161933848382,0.04525877313971145,0.0042671538012276355,True
32.0,1.0,3.070529847682755,0.03125,347.9958292713858,142.81689885950536,186.08924908216557,43.27235022266021,0.06381043709900687,0.06381095847554473,5.213765378597746e-07,True
32.0,1.0,3.070529847682755,0.5,347.9958292713858,22.89779199085781,26.477310388177944,3.5795183973201326,0.06372460782967904,0.06373293583038901,8.328000709975636e-06,True
32.0,1.0,3.070529847682755,8.0,347.9958292713858,2.2033715385161274,2.2865489874325444,0.08317744891641699,0.06238207929584544,0.06251182548086034,0.0001297461850149062,True
32.0,1.0,3.070529847682755,128.0,347.9958292713858,0.14256780791009677,0.1608276524646971,0.018259844554600335,0.04665536688544436,0.04809480728734415,0.0014394404018997914,True
