a,b,inverseRowSumFactor,log10InverseRowSumFactor
0,0,1,0
0,0.01,1.01010101010101,0.004364805402450113
0,0.02,1.020408163265306,0.008773924307505152
0,0.03,1.030927835051547,0.01322826573375519
0,0.04,1.041666666666667,0.01772876696043162
0,0.05,1.052631578947368,0.02227639471115221
0,0.06,1.063829787234043,0.02687214640030133
0,0.07000000000000001,1.075268817204301,0.03151705144606495
0,0.08,1.08695652173913,0.03621217265444471
0,0.09,1.098901098901099,0.04095860767890635
0,0.1,1.111111111111111,0.04575749056067514
0,0.11,1.123595505617978,0.05060999335508724
0,0.12,1.136363636363636,0.05551732784983141
0,0.13,1.149425287356322,0.06048074738138145
0,0.14,1.162790697674419,0.0655015487564323
0,0.15,1.176470588235294,0.07058107428570728
0,0.16,1.19047619047619,0.07572071393811834
0,0.17,1.204819277108434,0.08092190762392613
0,0.18,1.219512195121951,0.08618614761628331
0,0.19,1.234567901234568,0.09151498112135023
0,0.2,1.25,0.09691001300805642
0,0.21,1.265822784810126,0.1023729087095585
0,0.22,1.282051282051282,0.1079053973095196
0,0.23,1.298701298701299,0.1135092748275181
0,0.24,1.315789473684211,0.1191864077192087
0,0.25,1.333333333333333,0.1249387366082999
0,0.26,1.351351351351351,0.1307682802690238
0,0.27,1.36986301369863,0.1366771398795441
0,0.28,1.388888888888889,0.1426675035687315
0,0.29,1.408450704225352,0.1487416512809248
0,0.3,1.428571428571429,0.1549019599857432
0,0.31,1.449275362318841,0.1611509092627448
0,0.32,1.470588235294118,0.1674910872937637
0,0.33,1.492537313432836,0.1739251972991736
0,0.34,1.515151515151515,0.1804560644581314
0,0.35,1.538461538461539,0.1870866433571445
0,0.36,1.5625,0.1938200260161128
0,0.37,1.587301587301587,0.2006594505464183
0,0.38,1.612903225806452,0.2076083105017462
0,0.39,1.639344262295082,0.214670164989233
0,0.4,1.666666666666667,0.2218487496163564
0,0.41,1.694915254237288,0.2291479883578559
0,0.42,1.724137931034483,0.2365720064370627
0,0.43,1.754385964912281,0.2441251443275086
0,0.44,1.785714285714286,0.2518119729937995
0,0.45,1.818181818181818,0.2596373105057561
0,0.46,1.851851851851852,0.2676062401770314
0,0.47,1.886792452830188,0.2757241303992109
0,0.48,1.923076923076923,0.2839966563652008
0,0.49,1.96078431372549,0.2924298239020636
0,0.5,2,0.3010299956639812
0,0.51,2.040816326530612,0.3098039199714864
0,0.52,2.083333333333333,0.3187587626244128
0,0.53,2.127659574468085,0.3279021420642825
0,0.54,2.173913043478261,0.337242168318426
0,0.55,2.222222222222222,0.3467874862246563
0,0.5600000000000001,2.272727272727273,0.3565473235138126
0,0.5700000000000001,2.325581395348837,0.3665315444204135
0,0.58,2.380952380952381,0.3767507096020996
0,0.59,2.439024390243902,0.3872161432802645
0,0.6,2.5,0.3979400086720376
0,0.61,2.564102564102564,0.4089353929735007
0,0.62,2.631578947368421,0.4202164033831899
0,0.63,2.702702702702703,0.431798275933005
0,0.64,2.777777777777778,0.4436974992327127
0,0.65,2.857142857142857,0.4559319556497244
0,0.66,2.941176470588236,0.4685210829577449
0,0.67,3.030303030303031,0.4814860601221126
0,0.68,3.125,0.4948500216800941
0,0.6900000000000001,3.225806451612904,0.5086383061657274
0,0.7000000000000001,3.333333333333334,0.5228787452803376
0,0.71,3.448275862068965,0.5376020021010439
0,0.72,3.571428571428571,0.5528419686577808
0,0.73,3.703703703703703,0.5686362358410126
0,0.74,3.846153846153846,0.585026652029182
0,0.75,4,0.6020599913279624
0,0.76,4.166666666666667,0.619788758288394
0,0.77,4.347826086956522,0.6382721639824072
0,0.78,4.545454545454546,0.6575773191777938
0,0.79,4.761904761904763,0.6777807052660808
0,0.8,5.000000000000001,0.6989700043360189
0,0.8100000000000001,5.263157894736843,0.7212463990471711
0,0.8200000000000001,5.555555555555557,0.7447274948966941
0,0.8300000000000001,5.882352941176473,0.7695510786217262
0,0.84,6.249999999999999,0.7958800173440752
0,0.85,6.666666666666666,0.8239087409443188
0,0.86,7.142857142857142,0.8538719643217619
0,0.87,7.692307692307692,0.8860566476931632
0,0.88,8.333333333333334,0.9208187539523752
0,0.89,9.090909090909092,0.958607314841775
0,0.9,10,1
0,0.91,11.11111111111111,1.045757490560675
0,0.92,12.50000000000001,1.096910013008057
0,0.93,14.2857142857143,1.154901959985744
0,0.9400000000000001,16.66666666666668,1.221848749616357
0,0.95,19.99999999999998,1.301029995663981
0.01,0,1.01010101010101,0.004364805402450113
0.01,0.01,1.020304050607081,0.008729610804900144
0.01,0.02,1.030715316429602,0.01313872970995522
0.01,0.03,1.041341247526815,0.01759307113620529
0.01,0.04,1.052188552188552,0.02209357236288173
0.01,0.05,1.063264221158958,0.02664120011360233
0.01,0.06,1.074575542660649,0.03123695180275146
0.01,0.07000000000000001,1.086130118388183,0.03588185684851495
0.01,0.08,1.097935880544576,0.04057697805689475
0.01,0.09,1.11000111000111,0.04532341308135649
0.01,0.1,1.122334455667789,0.05012229596312521
0.01,0.11,1.134944955169674,0.05497479875753727
0.01,0.12,1.147842056932966,0.05988213325228151
0.01,0.13,1.161035643794265,0.06484555278383161
0.01,0.14,1.174536058256989,0.0698663541588824
0.01,0.15,1.1883541295306,0.07494587968815737
0.01,0.16,1.202501202501203,0.08008551934056843
0.01,0.17,1.216989168796398,0.08528671302637615
0.01,0.18,1.231830500123183,0.09055095301873332
0.01,0.19,1.247038284075321,0.09587978652380026
0.01,0.2,1.262626262626263,0.1012748184105065
0.01,0.21,1.278608873545582,0.1067377141120086
0.01,0.22,1.295001295001295,0.1122702027119697
0.01,0.23,1.311819493637675,0.1178740802299682
0.01,0.24,1.329080276448698,0.1235512131216587
0.01,0.25,1.346801346801347,0.1293035420107501
0.01,0.26,1.365001365001365,0.1351330856714739
0.01,0.27,1.383700013837,0.1410419452819942
0.01,0.28,1.402918069584736,0.1470323089711816
0.01,0.29,1.422677479015507,0.1531064566833748
0.01,0.3,1.443001443001443,0.1592667653881933
0.01,0.31,1.463914507392768,0.1655157146651948
0.01,0.32,1.48544266191325,0.1718558926962138
0.01,0.33,1.507613447911956,0.1782900027016237
0.01,0.34,1.530456075910622,0.1848208698605815
0.01,0.35,1.554001554001554,0.1914514487595946
0.01,0.36,1.578282828282828,0.1981848314185629
