record_type,sample_index,j,N,amplitude,l2_norm,heat_l4_l6_norm,hhalf_norm,expected_l2_norm,expected_heat_l4_l6_norm,expected_hhalf_norm,n,g_l4_fourth_power,g_l4_norm,fractional_value,expected_fractional_value
fourier_mode,0,0,1,1,0.70710678118654757,0.58249652537535646,0.70710678118654757,0.70710678118654746,0.58249652537535646,0.70710678118654746,,,,,
fourier_mode,1,1,2,0.8408964152537145,0.59460355750136051,0.34635450622036851,0.8408964152537145,0.59460355750136051,0.34635450622036845,0.8408964152537145,,,,,
fourier_mode,2,2,4,0.70710678118654757,0.5,0.20594362155525825,1,0.5,0.20594362155525822,1,,,,,
fourier_mode,3,3,8,0.59460355750136051,0.42044820762685725,0.12245481002147041,1.189207115002721,0.42044820762685725,0.12245481002147039,1.189207115002721,,,,,
fourier_mode,4,4,16,0.5,0.35355339059327379,0.072812065671919557,1.4142135623730951,0.35355339059327373,0.072812065671919557,1.4142135623730949,,,,,
fourier_mode,5,5,32,0.42044820762685725,0.29730177875068026,0.043294313277546063,1.681792830507429,0.29730177875068026,0.043294313277546057,1.681792830507429,,,,,
fourier_mode,6,6,64,0.35355339059327379,0.25,0.025742952694407281,2,0.25,0.025742952694407278,2,,,,,
fourier_mode,7,7,128,0.29730177875068031,0.21022410381342868,0.015306851252683804,2.3784142300054425,0.21022410381342863,0.015306851252683799,2.3784142300054421,,,,,
fourier_mode,8,8,256,0.25,0.17677669529663689,0.0091015082089899446,2.8284271247461903,0.17677669529663687,0.0091015082089899446,2.8284271247461898,,,,,
fourier_mode,9,9,512,0.21022410381342865,0.14865088937534016,0.0054117891596932588,3.3635856610148585,0.14865088937534013,0.0054117891596932571,3.363585661014858,,,,,
fourier_mode,10,10,1024,0.17677669529663689,0.125,0.0032178690868009101,4,0.125,0.0032178690868009097,4,,,,,
fourier_mode,11,11,2048,0.14865088937534013,0.10511205190671431,0.0019133564065854751,4.7568284600108841,0.10511205190671431,0.0019133564065854749,4.7568284600108841,,,,,
fourier_mode,12,12,4096,0.12500000000000003,0.08838834764831846,0.0011376885261237435,5.6568542494923815,0.088388347648318433,0.0011376885261237431,5.6568542494923797,,,,,
fourier_mode,13,13,8192,0.10511205190671434,0.074325444687670078,0.00067647364496165735,6.7271713220297178,0.074325444687670064,0.00067647364496165713,6.727171322029716,,,,,
fourier_mode,14,14,16384,0.088388347648318447,0.0625,0.00040223363585011377,8,0.0625,0.00040223363585011371,8,,,,,
fourier_mode,15,15,32768,0.074325444687670078,0.05255602595335717,0.00023916955082318444,9.51365692002177,0.052556025953357156,0.00023916955082318436,9.5136569200217682,,,,,
fourier_mode,16,16,65536,0.0625,0.044194173824159223,0.00014221106576546788,11.313708498984761,0.044194173824159216,0.00014221106576546788,11.313708498984759,,,,,
fourier_mode,17,17,131072,0.052556025953357163,0.037162722343835039,8.4559205620207169e-05,13.454342644059434,0.037162722343835032,8.4559205620207142e-05,13.454342644059432,,,,,
fourier_mode,18,18,262144,0.044194173824159223,0.03125,5.0279204481264221e-05,16,0.03125,5.0279204481264214e-05,16,,,,,
fourier_mode,19,19,524288,0.037162722343835032,0.026278012976678578,2.9896193852898048e-05,19.027313840043536,0.026278012976678578,2.9896193852898045e-05,19.027313840043536,,,,,
fourier_mode,20,20,1048576,0.03125,0.022097086912079612,1.7776383220683486e-05,22.627416997969522,0.022097086912079608,1.7776383220683486e-05,22.627416997969519,,,,,
fourier_mode,21,21,2097152,0.026278012976678578,0.018581361171917516,1.0569900702525894e-05,26.908685288118864,0.018581361171917516,1.0569900702525893e-05,26.908685288118864,,,,,
fourier_mode,22,22,4194304,0.022097086912079608,0.015624999999999998,6.2849005601580259e-06,31.999999999999996,0.015625,6.2849005601580268e-06,32,,,,,
fourier_mode,23,23,8388608,0.018581361171917516,0.013139006488339289,3.737024231612256e-06,38.054627680087073,0.013139006488339289,3.7370242316122556e-06,38.054627680087073,,,,,
fourier_mode,24,24,16777216,0.015625000000000007,0.011048543456039809,2.222047902585437e-06,45.254833995939059,0.011048543456039804,2.2220479025854357e-06,45.254833995939038,,,,,
time_map_no_go,0,,,,,,,,,,2,0.65342640972002719,0.89908172648397267,1.0989278511313518,1.0989278511313518
time_map_no_go,1,,,,,,,,,,4,0.82671320486001387,0.95353956675453777,2.3382980530119166,2.3382980530119166
time_map_no_go,2,,,,,,,,,,8,0.91335660243000671,0.97759752442169401,4.3446806805779028,4.3446806805779028
time_map_no_go,3,,,,,,,,,,16,0.95667830121500341,0.98898904491161921,7.6534264097200273,7.6534264097200273
time_map_no_go,4,,,,,,,,,,32,0.97833915060750154,0.99454023665624802,13.162910154371394,13.162910154371394
time_map_no_go,5,,,,,,,,,,64,0.98916957530375105,0.99728132713325213,22.382352462102386,22.382352462102386
time_map_no_go,6,,,,,,,,,,128,0.9945847876518753,0.99864343902201347,37.84855379037058,37.84855379037058
