lambda,H_over_A1,tangent_at_lambda_1
0.25,0.1640625,0.375
0.2515,0.1640153431875,0.37424999999999997
0.253,0.16396762050000002,0.3735
0.2545,0.16391932856250002,0.37275000000000003
0.25600000000000001,0.16387046399999999,0.372
0.25750000000000001,0.16382102343750002,0.37124999999999997
0.25900000000000001,0.16377100349999996,0.3705
0.26050000000000001,0.1637204008125,0.36975000000000002
0.26200000000000001,0.16366921200000001,0.36899999999999999
0.26350000000000001,0.16361743368749998,0.36824999999999997
0.26500000000000001,0.1635650625,0.36749999999999999
0.26650000000000001,0.1635120950625,0.36675000000000002
0.26800000000000002,0.16345852799999999,0.36599999999999999
0.26950000000000002,0.16340435793749999,0.36524999999999996
0.27100000000000002,0.16334958149999995,0.36449999999999999
0.27250000000000002,0.16329419531249997,0.36375000000000002
0.27400000000000002,0.16323819599999997,0.36299999999999999
0.27550000000000002,0.16318158018750001,0.36224999999999996
0.27700000000000002,0.16312434450000002,0.36149999999999999
0.27850000000000003,0.1630664855625,0.36075000000000002
0.28000000000000003,0.16300800000000001,0.35999999999999999
0.28149999999999997,0.16294888443749997,0.35925000000000001
0.28300000000000003,0.16288913549999998,0.35849999999999999
0.28449999999999998,0.16282874981250001,0.35775000000000001
0.28600000000000003,0.162767724,0.35699999999999998
0.28749999999999998,0.16270605468750002,0.35625000000000001
0.28899999999999998,0.1626437385,0.35550000000000004
0.29049999999999998,0.16258077206249999,0.35475000000000001
0.29199999999999998,0.162517152,0.35399999999999998
0.29349999999999998,0.16245287493749996,0.35325000000000001
0.29499999999999998,0.1623879375,0.35250000000000004
0.29649999999999999,0.16232233631249998,0.35175000000000001
0.29799999999999999,0.162256068,0.35099999999999998
0.29949999999999999,0.16218912918750003,0.35025000000000001
0.30099999999999999,0.16212151650000001,0.34950000000000003
0.30249999999999999,0.16205322656250001,0.34875
0.30399999999999999,0.16198425599999999,0.34799999999999998
0.30549999999999999,0.16191460143749997,0.34725
0.307,0.1618442595,0.34650000000000003
0.3085,0.1617732268125,0.34575
0.31,0.1617015,0.34499999999999997
0.3115,0.16162907568750004,0.34425
0.313,0.16155595050000002,0.34350000000000003
0.3145,0.16148212106250001,0.34275
0.316,0.16140758399999997,0.34199999999999997
0.3175,0.16133233593749999,0.34125
0.31900000000000001,0.16125637349999999,0.34050000000000002
0.32050000000000001,0.16117969331250001,0.33975
0.32200000000000001,0.16110229199999998,0.33899999999999997
0.32350000000000001,0.16102416618750001,0.33825
0.32500000000000001,0.16094531250000002,0.33750000000000002
0.32650000000000001,0.1608657275625,0.33674999999999999
0.32800000000000001,0.16078540799999999,0.33599999999999997
0.32950000000000002,0.16070435043749995,0.33524999999999999
0.33100000000000002,0.16062255149999999,0.33450000000000002
0.33250000000000002,0.1605400078125,0.33374999999999999
0.33400000000000002,0.16045671599999997,0.33299999999999996
0.33550000000000002,0.1603726726875,0.33224999999999999
0.33700000000000002,0.16028787449999998,0.33150000000000002
0.33850000000000002,0.16020231806249999,0.33074999999999999
0.33999999999999997,0.16011599999999998,0.33000000000000002
0.34150000000000003,0.16002891693749999,0.32924999999999999
0.34299999999999997,0.15994106550000001,0.32850000000000001
0.34450000000000003,0.15985244231250001,0.32774999999999999
0.34599999999999997,0.15976304400000002,0.32700000000000001
0.34750000000000003,0.15967286718750001,0.32624999999999998
0.34899999999999998,0.15958190850000001,0.32550000000000001
0.35050000000000003,0.15949016456249998,0.32474999999999998
0.35199999999999998,0.15939763199999998,0.32400000000000001
0.35350000000000004,0.15930430743749999,0.32324999999999998
0.35499999999999998,0.15921018749999999,0.32250000000000001
0.35649999999999998,0.15911526881250002,0.32174999999999998
0.35799999999999998,0.15901954800000004,0.32100000000000001
0.35949999999999999,0.1589230216875,0.32025000000000003
0.36099999999999999,0.15882568650000001,0.31950000000000001
0.36249999999999999,0.15872753906249998,0.31874999999999998
0.36399999999999999,0.15862857599999997,0.318
0.36549999999999999,0.15852879393750002,0.31725000000000003
0.36699999999999999,0.15842818949999998,0.3165
0.36849999999999999,0.15832675931249998,0.31574999999999998
0.37,0.15822450000000005,0.315
0.3715,0.15812140818750001,0.31425000000000003
0.373,0.1580174805,0.3135
0.3745,0.1579127135625,0.31274999999999997
0.376,0.15780710399999998,0.312
0.3775,0.15770064843750001,0.31125000000000003
0.379,0.15759334350000001,0.3105
0.3805,0.15748518581249998,0.30974999999999997
0.38200000000000001,0.15737617200000004,0.309
0.38350000000000001,0.15726629868749997,0.30825000000000002
0.38500000000000001,0.15715556249999998,0.3075
0.38650000000000001,0.15704396006250002,0.30674999999999997
0.38800000000000001,0.15693148799999998,0.30599999999999999
0.38950000000000001,0.15681814293750002,0.30525000000000002
0.39100000000000001,0.15670392150000001,0.30449999999999999
0.39250000000000002,0.15658882031249999,0.30374999999999996
0.39400000000000002,0.156472836,0.30299999999999999
0.39549999999999996,0.1563559651875,0.30225000000000002
0.39700000000000002,0.15623820450000001,0.30149999999999999
0.39849999999999997,0.15611955056249996,0.30075000000000002
0.40000000000000002,0.15599999999999997,0.29999999999999999
0.40149999999999997,0.15587954943749999,0.29925000000000002
0.40300000000000002,0.1557581955,0.29849999999999999
0.40449999999999997,0.15563593481250002,0.29775000000000001
0.40600000000000003,0.15551276400000003,0.29699999999999999
0.40749999999999997,0.1553886796875,0.29625000000000001
0.40900000000000003,0.1552636785,0.29549999999999998
0.41049999999999998,0.15513775706249999,0.29475000000000001
0.41200000000000003,0.15501091199999997,0.29399999999999998
0.41349999999999998,0.15488313993750003,0.29325000000000001
0.41500000000000004,0.15475443749999998,0.29249999999999998
0.41649999999999998,0.15462480131250003,0.29175000000000001
0.41800000000000004,0.15449422800000004,0.29099999999999998
0.41949999999999998,0.15436271418749997,0.29025000000000001
0.42100000000000004,0.1542302565,0.28949999999999998
0.42249999999999999,0.15409685156249997,0.28875000000000001
0.42400000000000004,0.15396249599999998,0.28799999999999998
0.42549999999999999,0.15382718643750001,0.28725000000000001
0.42699999999999999,0.1536909195,0.28649999999999998
0.42849999999999999,0.1535536918125,0.28575
0.42999999999999999,0.15341549999999998,0.28500000000000003
0.43149999999999999,0.15327634068750001,0.28425
0.433,0.15313621050000001,0.28349999999999997
0.4345,0.15299510606249997,0.28275
0.436,0.15285302400000003,0.28200000000000003
0.4375,0.1527099609375,0.28125
0.439,0.15256591349999998,0.28049999999999997
0.4405,0.15242087831250004,0.27975
0.442,0.15227485200000002,0.27900000000000003
0.44350000000000001,0.15212783118750001,0.27825
0.44500000000000001,0.15197981249999998,0.27749999999999997
0.44650000000000001,0.15183079256249998,0.27675
0.44800000000000001,0.15168076799999999,0.27600000000000002
0.44950000000000001,0.15152973543750001,0.27524999999999999
0.45100000000000001,0.15137769149999997,0.27449999999999997
0.45250000000000001,0.15122463281250001,0.27374999999999999
0.45400000000000001,0.15107055599999997,0.27300000000000002
0.45550000000000002,0.1509154576875,0.27224999999999999
0.45700000000000002,0.15075933450000001,0.27149999999999996
0.45850000000000002,0.15060218306249995,0.27074999999999999
0.45999999999999996,0.15044399999999999,0.27000000000000002
0.46150000000000002,0.1502847819375,0.26924999999999999
0.46299999999999997,0.15012452550000002,0.26850000000000002
0.46450000000000002,0.14996322731250003,0.26774999999999999
0.46599999999999997,0.14980088400000002,0.26700000000000002
0.46750000000000003,0.1496374921875,0.26624999999999999
0.46899999999999997,0.14947304849999998,0.26550000000000001
0.47050000000000003,0.1493075495625,0.26474999999999999
0.47199999999999998,0.149140992,0.26400000000000001
0.47350000000000003,0.14897337243749997,0.26324999999999998
0.47499999999999998,0.14880468750000003,0.26250000000000001
0.47650000000000003,0.14863493381250004,0.26174999999999998
0.47799999999999998,0.14846410799999998,0.26100000000000001
0.47950000000000004,0.14829220668750001,0.26024999999999998
0.48099999999999998,0.14811922649999998,0.25950000000000001
0.48250000000000004,0.14794516406249997,0.25874999999999998
0.48399999999999999,0.14777001599999998,0.25800000000000001
0.48550000000000004,0.14759377893749998,0.25724999999999998
0.48699999999999999,0.14741644950000005,0.25650000000000001
0.48850000000000005,0.14723802431250002,0.25574999999999998
0.48999999999999999,0.14705849999999998,0.255
0.49149999999999999,0.14687787318749998,0.25424999999999998
0.49299999999999999,0.14669614049999999,0.2535
0.4945,0.14651329856250001,0.25275000000000003
0.496,0.146329344,0.252
0.4975,0.1461442734375,0.25124999999999997
0.499,0.14595808350000003,0.2505
0.50049999999999994,0.14577077081250001,0.24975000000000003
0.502,0.14558233199999998,0.249
0.50350000000000006,0.14539276368749998,0.24824999999999997
0.505,0.14520206249999998,0.2475
0.50649999999999995,0.1450102250625,0.24675000000000002
0.50800000000000001,0.14481724800000001,0.246
0.50950000000000006,0.14462312793749998,0.24524999999999997
0.51100000000000001,0.14442786150000003,0.2445
0.51249999999999996,0.14423144531250001,0.24375000000000002
0.51400000000000001,0.14403387600000001,0.24299999999999999
0.51550000000000007,0.14383515018749998,0.24224999999999997
0.51700000000000002,0.14363526449999997,0.24149999999999999
0.51849999999999996,0.14343421556249999,0.24075000000000002
0.52000000000000002,0.143232,0.23999999999999999
0.52150000000000007,0.14302861443750001,0.23924999999999996
0.52300000000000002,0.14282405550000002,0.23849999999999999
0.52449999999999997,0.14261831981250001,0.23775000000000002
0.52600000000000002,0.14241140400000002,0.23699999999999999
0.52750000000000008,0.14220330468749998,0.23624999999999996
0.52900000000000003,0.14199401849999996,0.23549999999999999
0.53049999999999997,0.14178354206249999,0.23475000000000001
0.53200000000000003,0.14157187199999999,0.23399999999999999
0.53350000000000009,0.14135900493749998,0.23324999999999996
0.53500000000000003,0.14114493750000001,0.23249999999999998
0.53649999999999998,0.14092966631250001,0.23175000000000001
0.53800000000000003,0.14071318799999999,0.23099999999999998
0.53949999999999998,0.14049549918749996,0.23025000000000001
0.54099999999999993,0.14027659650000002,0.22950000000000004
0.54249999999999998,0.1400564765625,0.22875000000000001
0.54400000000000004,0.13983513600000003,0.22799999999999998
0.54549999999999998,0.13961257143750003,0.22725000000000001
0.54699999999999993,0.1393887795,0.22650000000000003
0.54849999999999999,0.13916375681250001,0.22575000000000001
0.55000000000000004,0.13893750000000002,0.22499999999999998
0.55149999999999999,0.1387100056875,0.22425
0.55299999999999994,0.13848127050000003,0.22350000000000003
0.55449999999999999,0.1382512910625,0.22275
0.55600000000000005,0.138020064,0.22199999999999998
0.5575,0.13778758593750001,0.22125
0.55899999999999994,0.13755385350000002,0.22050000000000003
0.5605,0.13731886331250001,0.21975
0.56200000000000006,0.13708261200000002,0.21899999999999997
0.5635,0.13684509618749996,0.21825
0.56499999999999995,0.13660631249999999,0.21750000000000003
0.5665,0.13636625756250001,0.21675
0.56800000000000006,0.13612492799999998,0.21599999999999997
0.56950000000000001,0.13588232043750001,0.21525
0.57099999999999995,0.13563843150000002,0.21450000000000002
0.57250000000000001,0.1353932578125,0.21375
0.57400000000000007,0.13514679600000001,0.21299999999999997
0.57550000000000001,0.13489904268749997,0.21224999999999999
0.57699999999999996,0.13464999450000001,0.21150000000000002
0.57850000000000001,0.13439964806249999,0.21074999999999999
0.58000000000000007,0.13414800000000002,0.20999999999999996
0.58150000000000002,0.13389504693750001,0.20924999999999999
0.58299999999999996,0.1336407855,0.20850000000000002
