panel,route,series,kind,x,y,phi,theta,radius,distance,source,pointer,status,note
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.62,0.16444444444444445,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.6169,0.16306666666666667,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.61380000000000001,0.16168888888888888,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.61070000000000002,0.16031111111111113,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.60760000000000003,0.15893333333333334,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.60450000000000004,0.15755555555555556,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.60140000000000005,0.1561777777777778,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.59829999999999994,0.15479999999999997,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.59519999999999995,0.15342222222222221,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.59209999999999996,0.15204444444444443,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.58899999999999997,0.15066666666666664,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.58589999999999998,0.14928888888888889,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.58279999999999998,0.1479111111111111,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.57969999999999999,0.14653333333333332,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.5766,0.14515555555555557,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.57350000000000001,0.14377777777777778,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.57040000000000002,0.1424,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.56730000000000003,0.14102222222222224,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.56420000000000003,0.13964444444444446,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.56110000000000004,0.13826666666666668,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.55800000000000005,0.13688888888888892,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.55489999999999995,0.13551111111111108,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.55179999999999996,0.13413333333333333,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.54869999999999997,0.13275555555555554,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.54559999999999997,0.13137777777777776,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.54249999999999998,0.13,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.53939999999999999,0.12862222222222222,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.5363,0.12724444444444444,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.53320000000000001,0.12586666666666668,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.53010000000000002,0.1244888888888889,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.52700000000000002,0.12311111111111112,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.52390000000000003,0.12173333333333335,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.52080000000000004,0.12035555555555558,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.51770000000000005,0.11897777777777779,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.51459999999999995,0.11759999999999998,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.51149999999999995,0.1162222222222222,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.50839999999999996,0.11484444444444443,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.50529999999999997,0.11346666666666666,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.50219999999999998,0.11208888888888888,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
A,exact-real-slice,endpoint phi=0,analytic-curve,-0.49909999999999999,0.11071111111111111,,,,,research/r072r_report-source.md,(7.4),proved,exact endpoint wall
