row_role,index,tau_exact,tau_numeric,decay8,decay14,w1,w2,W,D_root,E_root,E_fine,delta,event
grid,0,0,0,1,1,2,-2,0,16,0,0.5,0.5,initial exact cancellation
grid,1,1/500,0.002,0.98412732005528514,0.97238836680124685,1.9682546401105703,-1.9447767336024937,0.023477906508076449,15.746037120884562,3.5006401278635696e-05,0.49206366002764257,0.49202865362636394,
grid,2,1/250,0.0040000000000000001,0.9685065820791976,0.94553913589039629,1.9370131641583952,-1.8910782717807926,0.045934892377602635,15.496105313267162,0.00013616417126020849,0.4842532910395988,0.48411712686833858,
grid,3,3/500,0.0060000000000000001,0.95313378707750473,0.91943125609512466,1.9062675741550095,-1.8388625121902493,0.067405061964760135,15.250140593240076,0.00029792790110322814,0.47656689353875237,0.47626896563764914,
grid,4,1/125,0.0080000000000000002,0.93800499953072947,0.89404425750035721,1.8760099990614589,-1.7880885150007144,0.087921484060744459,15.008079992491671,0.00051506837405657785,0.46900249976536473,0.46848743139130816,
grid,5,1/100,0.01,0.92311634638663576,0.86935823539880586,1.8462326927732715,-1.7387164707976117,0.10751622197565992,14.769861542186172,0.0007826571667515006,0.46155817319331788,0.46077551602656641,
grid,6,3/250,0.012,0.90846401606870619,0.84535383468465874,1.8169280321374124,-1.6907076693693175,0.12622036276809484,14.535424257099299,0.0010960519414855237,0.4542320080343531,0.45313595609286755,
grid,7,7/500,0.014,0.89404425750035721,0.82201223467818652,1.7880885150007144,-1.644024469356373,0.14406404564434139,14.304708120005715,0.0014508823999274014,0.4470221287501786,0.44557124635025125,
grid,8,2/125,0.016,0.87985337914464379,0.79931513436936508,1.7597067582892876,-1.5986302687387302,0.16107648955055742,14.077654066314301,0.0018430368699011307,0.43992668957232189,0.43808365270242078,
grid,9,9/500,0.017999999999999999,0.86588774805920499,0.77724473806894612,1.73177549611841,-1.5544894761378922,0.17728601998051774,13.85420396894728,0.0022686494980859433,0.43294387402960249,0.43067522453151658,
grid,10,1/50,0.02,0.85214378896621135,0.75578374145572547,1.7042875779324227,-1.5115674829114509,0.19272009502097173,13.634300623459382,0.0027240880225999236,0.42607189448310567,0.42334780646050574,
grid,11,11/500,0.021999999999999999,0.83861798333707405,0.73491531800906873,1.6772359666741481,-1.4698306360181375,0.20740533065601055,13.417887733393185,0.0032059421005194771,0.41930899166853702,0.41610304956801752,
grid,12,3/125,0.024,0.82530686849168233,0.71462310581605737,1.6506137369833647,-1.4292462116321147,0.22136752535125012,13.204909895866917,0.0037110121664271473,0.41265343424584117,0.40894242207941406,
grid,13,13/500,0.025999999999999999,0.81220703671193906,0.69489119474291061,1.6244140734238781,-1.3897823894858212,0.23463168393805678,12.995312587391025,0.004236298799078028,0.40610351835596953,0.40186721955689148,
grid,14,7/250,0.028000000000000001,0.79931513436936508,0.67570411396062602,1.5986302687387302,-1.351408227921252,0.24722204081747812,12.789042149909841,0.0047789925742319711,0.39965756718468254,0.39487857461045056,
grid,15,3/100,0.029999999999999999,0.78662786106655336,0.65704681981505675,1.5732557221331067,-1.3140936396301135,0.25916208250299327,12.586045777064854,0.0053364643826165695,0.39331393053327668,0.38797746615066014,
grid,16,4/125,0.032000000000000001,0.77414196879224839,0.63890468403191625,1.5482839375844968,-1.2778093680638325,0.27047456952066429,12.386271500675974,0.0059062561928661253,0.3870709843961242,0.38116472820325803,
grid,17,17/500,0.034000000000000002,0.76185426108983756,0.62126348224746164,1.5237085221796751,-1.2425269644949233,0.28118155768475173,12.189668177437401,0.0064860722401259459,0.38092713054491878,0.37444105830479285,
grid,18,9/250,0.035999999999999997,0.74976159223904126,0.60410938285586468,1.4995231844780825,-1.2082187657117294,0.29130441876635321,11.99618547582466,0.007073770621820883,0.37488079611952063,0.36780702549769978,
grid,19,19/500,0.037999999999999999,0.73786086645059112,0.58742893616452341,1.4757217329011822,-1.1748578723290468,0.30086386057213543,11.805773863209458,0.0076673552828633697,0.36893043322529556,0.36126307794243223,
grid,20,1/25,0.040000000000000001,0.72614903707369094,0.57120906384881487,1.4522980741473819,-1.1424181276976297,0.30987994644975209,11.618384593179055,0.0082649683733206861,0.36307451853684547,0.35480955016352478,
grid,21,21/500,0.042000000000000003,0.71462310581605737,0.55543704869801824,1.4292462116321147,-1.1108740973960365,0.31837211423607814,11.433969693056918,0.0088648829622751217,0.35731155290802868,0.34844666994575352,
grid,22,11/250,0.043999999999999997,0.70328012197634093,0.54010052464437064,1.4065602439526819,-1.0802010492887413,0.32635919466394064,11.252481951621455,0.0094654960922952655,0.35164006098817047,0.34217456489587522,
grid,23,23/500,0.045999999999999999,0.69211718168873038,0.52518746706743613,1.3842343633774608,-1.0503749341348723,0.33385942924258855,11.073874907019686,0.01006532215959308,0.34605859084436519,0.33599326868477214,
grid,24,6/125,0.048000000000000001,0.68113142717954711,0.51068618336618787,1.3622628543590942,-1.0213723667323757,0.34089048762671853,10.898102834872754,0.010662986605570855,0.34056571358977356,0.3299027269842027,
grid,25,1/20,0.050000000000000003,0.67032004603563933,0.49658530379140953,1.3406400920712787,-0.99317060758281905,0.34746948448845955,10.725120736570229,0.011257219906065648,0.33516002301781966,0.32390280311175401,
grid,26,13/250,0.051999999999999998,0.65968027048438904,0.48287377253122976,1.3193605409687781,-0.96574754506245952,0.35361299590631862,10.554884327750225,0.011846851845177434,0.32984013524219452,0.3179932833970171,
grid,27,27/500,0.053999999999999999,0.64920937668514744,0.46954083904279925,1.2984187533702949,-0.9390816780855985,0.35933707528469627,10.387350026962359,0.012430806061122001,0.32460468834257372,0.31217388228145171,
grid,28,7/125,0.056000000000000001,0.63890468403191625,0.45657604962331472,1.2778093680638325,-0.91315209924662943,0.36465726881720295,10.22247494451066,0.013008094852081558,0.31945234201595812,0.30644424716387653,
grid,29,29/500,0.058000000000000003,0.62876355446709842,0.44396923921378006,1.2575271089341968,-0.88793847842756013,0.36958863050663671,10.060216871473575,0.013577814230535896,0.31438177723354921,0.30080396300301332,
grid,30,3/50,0.059999999999999998,0.61878339180614084,0.43171052342907967,1.2375667836122817,-0.86342104685815935,0.37414573675412233,9.9005342688982534,0.014139139215045891,0.30939169590307042,0.29525255668802453,
grid,31,31/500,0.062,0.60896164107289685,0.41979029080811425,1.2179232821457937,-0.83958058161622851,0.37834270052956526,9.7433862571663497,0.01469131934892976,0.30448082053644843,0.28978950118751867,
grid,32,8/125,0.064000000000000001,0.59929578784553839,0.4081991952779227,1.1985915756910768,-0.8163983905558454,0.38219318513523148,9.5887326055286142,0.0152336744357218,0.29964789392276919,0.28441421948704743,
grid,33,33/500,0.066000000000000003,0.5897833576128505,0.39692814882588251,1.179566715225701,-0.79385629765176502,0.38571041757393593,9.436533721805608,0.015765590481733958,0.29489167880642525,0.27912608832469127,
grid,34,17/250,0.068000000000000005,0.58042191514074237,0.38596831437424212,1.1608438302814847,-0.77193662874848423,0.3889072015330004,9.286750642251878,0.016286515836453488,0.29021095757037119,0.27392444173391767,
grid,35,7/100,0.070000000000000007,0.57120906384881487,0.37531109885139952,1.1424181276976297,-0.75062219770279903,0.39179592999483071,9.1393450215810379,0.016795957521905571,0.28560453192440743,0.26880857440250189,
grid,36,9/125,0.071999999999999995,0.56214244519682244,0.36494814645449375,1.1242848903936449,-0.7298962929089875,0.39438859748465743,8.994279123149159,0.017293477742489186,0.28107122259841122,0.26377774485592204,
grid,37,37/500,0.073999999999999996,0.55321973808087388,0.3548713320980274,1.1064394761617478,-0.70974266419605481,0.39669681196569284,8.8515158092939821,0.017778690567157938,0.27660986904043694,0.25883117847327897,
grid,38,19/250,0.075999999999999998,0.54443865823921711,0.34507275504338381,1.0888773164784342,-0.69014551008676761,0.39873180639166672,8.7110185318274738,0.018251258776166086,0.27221932911960856,0.25396807034344249,
grid,39,39/500,0.078,0.53579695766745605,0.33554473270424268,1.0715939153349121,-0.67108946540848535,0.4005044499264267,8.5727513226792968,0.018710890864933851,0.26789847883372803,0.24918758796879417,
grid,40,2/25,0.080000000000000002,0.52729242404304855,0.32627979462303947,1.0545848480860971,-0.65255958924607893,0.40202525884001816,8.4366787846887767,0.01915733819790625,0.26364621202152427,0.24448887382361803,
grid,41,41/500,0.082000000000000003,0.51892288015894039,0.31727067661374364,1.0378457603178808,-0.63454135322748728,0.4033044070903935,8.3027660825430463,0.019590392305586256,0.2594614400794702,0.23987104777388393,
