x1,scalar_density,translated_coarse_average
0,0.12,0.12
0.0026179938779914941,0.16710645070964264,0.12007225237716351
0.0052359877559829881,0.21410831331851432,0.12014434433598115
0.0078539816339744817,0.26090123193758263,0.12021611581427584
0.010471975511965976,0.3073813145857246,0.12028740746141743
0.013089969389957471,0.35344536385590541,0.12035806099212097
0.015707963267948963,0.39899110603922922,0.12042791953787951
0.018325957145940458,0.44391741819814934,0.12049682799525152
0.020943951023931952,0.48812455268467791,0.1205646333702293
0.023561944901923447,0.53151435860510876,0.12063118511792387
0.026179938779914941,0.57399049973954686,0.12069633547681236
0.028797932657906436,0.61545866843240749,0.12075993979680549
0.031415926535897927,0.65582679497899654,0.12082185686040697
0.034033920413889425,0.69500525204327857,0.12088194919625163
0.036651914291880916,0.73290705365297637,0.12094008338432623
0.039269908169872414,0.76944804833018365,0.12099613035219527
0.041887902047863905,0.80454710592868861,0.12104996566157407
0.044505895925855396,0.8381262977631887,0.12110146978461292
0.047123889803846894,0.87011106963045959,0.12115052836927868
0.049741883681838385,0.90043040733832969,0.12119703249324507
0.052359877559829883,0.92901699437494745,0.12124087890572727
0.054977871437821374,0.95580736136827016,0.12128197025672464
0.057595865315812872,0.98074202700394353,0.12132021531316203
0.060213859193804363,1.0037656300886932,0.12135552916144994
0.062831853071795854,1.0248270524660195,0.12138783339601406
0.065449846949787352,1.0438795325112866,0.1214170562933751
0.06806784082777885,1.0608807689542255,0.121443132971393
0.070685834705770334,1.0757930147983301,0.1214660055333214
0.073303828583761832,1.0885831611286312,0.12148562319635293
0.07592182246175333,1.0992228106217659,0.12150194240436978
0.078539816339744828,1.1076883405951379,0.12151492692464907
0.081157810217736312,1.1139609554551797,0.12152454792830869
0.08377580409572781,1.1180267284282714,0.12153078405431453
0.086393797973719308,1.1198766324816605,0.12153362145690734
0.089011791851710792,1.1195065603657315,0.12153305383634382
0.09162978572970229,1.116917333733128,0.12152908245288353
0.094247779607693788,1.1121147013144779,0.12152171612399094
0.096865773485685286,1.105109326154774,0.12151097120475832
0.09948376736367677,1.0959167619387475,0.12149687155159339
0.10210176124166827,1.0845574184577982,0.1214794484692522
0.10471975511965977,1.0710565162951537,0.12145874064133462
0.10733774899765125,1.0554440308298676,0.12143479404439717
0.10995574287564275,1.0377546256839811,0.12140766184587351
0.11257373675363425,1.0180275757606156,0.12137740428602949
0.11519173063162574,0.99630668004386369,0.12134408854421463
0.11780972450961723,0.97264016435409251,0.12130778858970727
0.12042771838760873,0.94708057427456205,0.12126858501748412
0.12304571226560022,0.91968465848709058,0.12122656486927944
0.12566370614359171,0.89051324277578947,0.12118182144033042
0.12828170002158321,0.8596310949786099,0.12113445407223863
0.1308996938995747,0.82710678118654757,0.12108456793240667
0.1335176877775662,0.79301251350977364,0.12103227378054028
0.1361356816555577,0.75742398974868985,0.12097768772273414
0.1387536755335492,0.72042022532588401,0.12092093095368724
0.14137166941154067,0.6820833778521308,0.12086212948762036
0.14398966328953217,0.64249856471594935,0.12080141387849302
0.14660765716752366,0.60175367410171554,0.12073891893014101
0.14922565104551516,0.5599391698559153,0.12067478339697814
0.15184364492350666,0.51714789063478106,0.1206091496759268
0.15446163880149816,0.47347484377925741,0.12054216349026117
0.15707963267948966,0.4290169943749475,0.12047397356606504
0.15969762655748113,0.38387304996537325,0.1204047313020228
0.16231562043547262,0.33814324139654317,0.12033459043327646
0.16493361431346412,0.29192910027940999,0.1202637066900952
0.16755160819145562,0.24533323356430453,0.1201922374521152
0.17016960206944712,0.19845909572784506,0.1201203413989175
0.17278759594743862,0.15141075907812868,0.12004817815771972
0.17540558982543011,0.10429268268817954,0.11997590794896358
0.17802358370342158,0.057209480470687094,0.1199036912305856
0.18064157758141308,0.010265688908955475,0.11983168834176024
0.18325957145940458,-0.036434465040230318,0.11976005914690688
0.18587756533739608,-0.082787295356512108,0.11968896268075085
0.18849555921538758,-0.12868988716485458,0.11961855679522655
0.19111355309337907,-0.17404032523230389,0.11954899780900664
0.19373154697137057,-0.2187379202452911,0.11948044016043562
0.19634954084936204,-0.26268343236508923,0.11941303606463788
0.19896753472735354,-0.30577929156507228,0.11934693517556229
0.20158552860534504,-0.34792981426057279,0.11928228425371282
0.20420352248333654,-0.38904141575037088,0.11921922684030363
0.20682151636132803,-0.42902281799813147,0.11915790293856166
0.20943951023931953,-0.46778525229247303,0.11909844870288437
0.21205750411731103,-0.50524265633570487,0.11904099613654309
0.2146754979953025,-0.54131186532365139,0.1189856727986026
0.217293491873294,-0.57591279659231398,0.11893260152070816
0.2199114857512855,-0.60896862742141133,0.11888190013436854
0.22252947962927699,-0.6404059656000306,0.11883368120934064
0.22514747350726849,-0.67015501237569042,0.11878805180369641
0.22776546738525999,-0.6981497174250233,0.1187451132261272
0.23038346126325149,-0.72432792550201475,0.11870496081101314
0.23300145514124296,-0.74863151443819087,0.11866768370675691
0.23561944901923446,-0.77100652418836735,0.11863336467785211
0.23823744289722595,-0.79140327663544507,0.11860207992112524
0.24085543677521745,-0.80977648588825113,0.11857389889655982
0.24347343065320895,-0.8260853588275453,0.1185488841730778
0.24609142453120045,-0.84029368567694296,0.11852709128962086
0.24870941840919195,-0.85236992039767645,0.11850856863184016
0.25132741228718342,-0.8622872507286885,0.11849335732466806
0.25394540616517491,-0.87002365771655754,0.11848149114101048
0.25656340004316641,-0.87556196460308,0.11847299642676255
0.25918139392115791,-0.87888987496196991,0.11846789204231425
0.26179938779914941,-0.88,0.11846618932067553
0.26441738167714091,-0.87888987496197002,0.11846789204231425
0.2670353755551324,-0.87556196460308011,0.11847299642676255
0.2696533694331239,-0.87002365771655754,0.11848149114101048
0.2722713633111154,-0.86228725072868873,0.11849335732466806
0.2748893571891069,-0.85236992039767678,0.11850856863184016
0.2775073510670984,-0.84029368567694307,0.11852709128962086
0.28012534494508984,-0.82608535882754575,0.1185488841730778
0.28274333882308134,-0.80977648588825157,0.11857389889655982
0.28536133270107283,-0.79140327663544563,0.11860207992112524
0.28797932657906433,-0.77100652418836835,0.11863336467785211
0.29059732045705583,-0.74863151443819143,0.11866768370675691
0.29321531433504733,-0.72432792550201552,0.11870496081101313
0.29583330821303883,-0.69814971742502396,0.1187451132261272
0.29845130209103032,-0.67015501237569064,0.11878805180369641
0.30106929596902182,-0.64040596560003138,0.11883368120934064
0.30368728984701332,-0.60896862742141222,0.11888190013436854
0.30630528372500482,-0.57591279659231454,0.11893260152070816
0.30892327760299632,-0.54131186532365227,0.1189856727986026
0.31154127148098781,-0.5052426563357052,0.11904099613654309
0.31415926535897931,-0.46778525229247336,0.11909844870288437
0.31677725923697075,-0.42902281799813291,0.11915790293856166
0.31939525311496225,-0.38904141575037199,0.11921922684030363
0.32201324699295375,-0.34792981426057429,0.11928228425371282
0.32463124087094525,-0.30577929156507383,0.11934693517556229
0.32724923474893675,-0.2626834323650904,0.11941303606463788
0.32986722862692824,-0.21873792024529226,0.1194804401604356
0.33248522250491974,-0.17404032523230512,0.11954899780900664
0.33510321638291124,-0.12868988716485535,0.11961855679522654
0.33772121026090274,-0.08278729535651333,0.11968896268075085
0.34033920413889424,-0.036434465040231123,0.11976005914690688
0.34295719801688573,0.010265688908954226,0.11983168834176024
0.34557519189487723,0.057209480470685845,0.1199036912305856
0.34819318577286873,0.10429268268817916,0.11997590794896358
0.35081117965086023,0.15141075907812787,0.12004817815771972
0.35342917352885173,0.19845909572784515,0.1201203413989175
0.35604716740684317,0.24533323356430328,0.12019223745211519
0.35866516128483467,0.29192910027940833,0.1202637066900952
0.36128315516282616,0.33814324139654106,0.12033459043327646
0.36390114904081766,0.38387304996537203,0.1204047313020228
0.36651914291880916,0.42901699437494634,0.12047397356606504
0.36913713679680066,0.47347484377925664,0.12054216349026116
0.37175513067479216,0.51714789063477995,0.1206091496759268
0.37437312455278365,0.55993916985591419,0.12067478339697814
0.37699111843077515,0.60175367410171487,0.12073891893014101
0.37960911230876665,0.64249856471594824,0.12080141387849302
0.38222710618675815,0.68208337785213047,0.12086212948762036
0.38484510006474965,0.72042022532588379,0.12092093095368724
0.38746309394274114,0.75742398974868919,0.12097768772273414
0.39008108782073264,0.79301251350977331,0.12103227378054028
0.39269908169872408,0.82710678118654668,0.12108456793240667
0.39531707557671558,0.85963109497860868,0.12113445407223863
0.39793506945470708,0.89051324277578869,0.12118182144033042
0.40055306333269858,0.91968465848708991,0.12122656486927944
0.40317105721069008,0.94708057427456105,0.12126858501748412
0.40578905108868157,0.97264016435409184,0.12130778858970727
0.40840704496667307,0.99630668004386314,0.12134408854421463
0.41102503884466457,1.0180275757606154,0.12137740428602949
0.41364303272265607,1.0377546256839809,0.12140766184587351
0.41626102660064757,1.0554440308298672,0.12143479404439717
0.41887902047863906,1.0710565162951535,0.12145874064133462
0.42149701435663056,1.084557418457798,0.1214794484692522
0.42411500823462206,1.0959167619387471,0.12149687155159339
0.42673300211261356,1.105109326154774,0.12151097120475832
0.429350995990605,1.1121147013144776,0.12152171612399094
0.4319689898685965,1.1169173337331277,0.12152908245288353
0.434586983746588,1.1195065603657315,0.12153305383634382
0.43720497762457949,1.1198766324816605,0.12153362145690734
0.43982297150257099,1.1180267284282714,0.12153078405431453
0.44244096538056249,1.1139609554551799,0.12152454792830869
