t,H11Minus,H11Plus
0,-1,-1
0.00833333333333,-1.0000441176470589,-0.99995588235294119
0.0166666666667,-1.0001764705882352,-0.99982352941176467
0.025,-1.0003970588235294,-0.99960294117647064
0.0333333333333,-1.0007058823529411,-0.99929411764705878
0.0416666666667,-1.0011029411764707,-0.99889705882352942
0.05,-1.0015882352941177,-0.99841176470588233
0.0583333333333,-1.0021617647058823,-0.99783823529411764
0.0666666666667,-1.0028235294117647,-0.99717647058823533
0.075,-1.0035735294117647,-0.9964264705882353
0.0833333333333,-1.0044117647058823,-0.99558823529411766
0.0916666666667,-1.0053382352941176,-0.9946617647058823
0.1,-1.0063529411764707,-0.99364705882352944
0.108333333333,-1.0074558823529411,-0.99254411764705885
0.116666666667,-1.0086470588235295,-0.99135294117647055
0.125,-1.0099264705882354,-0.99007352941176474
0.133333333333,-1.0112941176470589,-0.98870588235294121
0.141666666667,-1.01275,-0.98724999999999996
0.15,-1.0142941176470588,-0.98570588235294121
0.158333333333,-1.0159264705882354,-0.98407352941176474
0.166666666667,-1.0176470588235293,-0.98235294117647054
0.175,-1.0194558823529412,-0.98054411764705884
0.183333333333,-1.0213529411764706,-0.97864705882352943
0.191666666667,-1.0233382352941176,-0.9766617647058824
0.2,-1.0254117647058822,-0.97458823529411764
0.208333333333,-1.0275735294117647,-0.97242647058823528
0.216666666667,-1.0298235294117648,-0.97017647058823531
0.225,-1.0321617647058823,-0.96783823529411761
0.233333333333,-1.0345882352941176,-0.9654117647058823
0.241666666667,-1.0371029411764705,-0.96289705882352938
0.25,-1.0397058823529413,-0.96029411764705885
0.258333333333,-1.0423970588235294,-0.9576029411764706
0.266666666667,-1.0451764705882354,-0.95482352941176474
0.275,-1.0480441176470587,-0.95195588235294115
0.283333333333,-1.0509999999999999,-0.94900000000000007
0.291666666667,-1.0540441176470587,-0.94595588235294115
0.3,-1.0571764705882354,-0.94282352941176473
0.308333333333,-1.0603970588235294,-0.93960294117647059
0.316666666667,-1.0637058823529411,-0.93629411764705883
0.325,-1.0671029411764705,-0.93289705882352947
